,region,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
9264,east,m,college,104.93,72297.0,87.0,2.0,personal auto,four-door car,109.54
9265,north west,m,master,32.38,60244.0,83.0,3.0,personal auto,four-door car,326.28
9266,west region,f,high school or below,40.45,77237.0,102.0,0.0,personal auto,four-door car,197.04
9267,west region,f,college,47.12,37823.32,129.0,0.0,corporate auto,suv,1178.95
9268,central,m,bachelor,24.16,37823.32,68.0,0.0,personal auto,two-door car,436.41
9269,north west,f,master,318.03,25663.0,114.0,0.0,corporate auto,sports car,663.13
9270,west region,m,bachelor,48.19,37823.32,71.0,0.0,personal auto,four-door car,511.2
9271,west region,m,high school or below,86.05,47589.0,109.0,1.0,personal auto,suv,110.53
9272,central,m,bachelor,40.36,37823.32,112.0,0.0,personal auto,four-door car,537.6
9273,west region,m,bachelor,86.23,97361.0,73.0,0.0,personal auto,four-door car,350.4
9274,west region,f,college,55.54,26441.0,71.0,0.0,personal auto,two-door car,152.22
9275,north west,f,high school or below,248.68,37823.32,128.0,0.0,personal auto,suv,715.95
9276,central,f,bachelor,50.47,29957.0,65.0,0.0,corporate auto,four-door car,312.0
9277,north west,m,high school or below,80.32,40082.0,69.0,0.0,personal auto,four-door car,331.2
9278,north west,m,bachelor,86.23,97361.0,73.0,0.0,personal auto,four-door car,350.4
9279,west region,f,high school or below,91.62,91763.0,113.0,0.0,special auto,suv,441.99
9280,west region,f,high school or below,59.57,48993.0,74.0,0.0,personal auto,two-door car,810.46
9281,central,m,bachelor,84.96,24031.0,109.0,0.0,personal auto,sports car,523.2
9282,west region,f,bachelor,43.76,63774.0,111.0,0.0,personal auto,four-door car,60.04
9283,north west,m,college,223.32,49078.0,97.0,0.0,personal auto,four-door car,484.01
9284,north west,m,master,206.31,28935.0,87.0,0.0,personal auto,two-door car,119.63
9285,central,m,high school or below,39.34,25927.0,103.0,0.0,personal auto,suv,674.97
9286,north west,m,high school or below,49.29,52507.0,123.0,0.0,personal auto,suv,590.4
9287,west region,f,bachelor,54.14,37823.32,74.0,0.0,personal auto,four-door car,78.58
9288,central,f,bachelor,105.72,94137.0,65.0,0.0,personal auto,four-door car,43.58
9289,central,f,high school or below,54.39,69186.0,69.0,0.0,personal auto,four-door car,192.59
9290,central,f,doctor,76.48,91071.0,94.0,2.0,personal auto,four-door car,402.74
9291,central,m,high school or below,54.22,85447.0,71.0,2.0,corporate auto,four-door car,510.0
9292,north west,m,high school or below,57.14,37823.32,79.0,0.0,personal auto,two-door car,50.45
9293,central,f,bachelor,112.55,88858.0,93.0,0.0,personal auto,four-door car,310.37
9294,north west,m,bachelor,54.2,21881.0,69.0,0.0,corporate auto,four-door car,133.1
9295,east,m,college,29.8,72669.0,74.0,0.0,personal auto,four-door car,332.77
9296,west region,m,college,108.93,68025.0,91.0,0.0,personal auto,four-door car,436.8
9297,north west,f,college,116.39,25370.0,102.0,0.0,personal auto,sports car,489.6
9298,central,m,bachelor,72.95,26849.0,62.0,0.0,personal auto,four-door car,38.31
9299,central,f,high school or below,53.74,37823.32,72.0,0.0,personal auto,four-door car,427.27
9300,west region,m,high school or below,81.52,37823.32,79.0,0.0,personal auto,four-door car,568.8
9301,west region,m,high school or below,130.81,89948.0,110.0,1.0,special auto,sports car,125.02
9302,north west,f,bachelor,44.97,37823.32,63.0,0.0,personal auto,two-door car,419.61
9303,west region,m,college,137.28,37823.32,126.0,0.0,special auto,suv,604.8
9304,central,m,bachelor,33.59,97576.0,83.0,1.0,personal auto,two-door car,544.71
9305,central,f,high school or below,37.03,23120.0,93.0,0.0,personal auto,four-door car,446.4
9306,north west,f,high school or below,31.05,97234.0,78.0,0.0,personal auto,four-door car,317.98
9307,central,m,high school or below,48.94,25572.0,65.0,0.0,personal auto,four-door car,312.0
9309,west region,m,college,89.54,34614.0,114.0,0.0,personal auto,four-door car,547.2
9310,north west,f,bachelor,42.36,59038.0,105.0,0.0,personal auto,two-door car,588.27
9311,north west,m,high school or below,52.35,37823.32,73.0,0.0,personal auto,two-door car,794.87
9312,west region,f,bachelor,39.39,60021.0,99.0,0.0,personal auto,four-door car,882.87
9313,north west,f,bachelor,83.97,47593.0,72.0,0.0,personal auto,four-door car,344.14
9314,west region,m,bachelor,21.42,37823.32,67.0,1.0,personal auto,four-door car,321.6
9315,north west,m,college,61.86,28001.0,83.0,0.0,personal auto,two-door car,438.78
9316,west region,f,bachelor,96.41,30431.0,122.0,0.0,corporate auto,suv,133.47
9317,west region,m,master,42.42,19834.0,64.0,4.0,personal auto,four-door car,460.8
9318,west region,f,college,34.36,30509.0,88.0,0.0,personal auto,four-door car,442.96
9319,east,f,high school or below,48.98,30503.0,63.0,3.0,corporate auto,two-door car,257.92
9320,north west,m,doctor,177.88,73339.0,89.0,0.0,personal auto,four-door car,17.56
9321,north west,f,college,32.68,37823.32,93.0,0.0,personal auto,two-door car,549.1
9322,east,f,high school or below,28.19,88067.0,70.0,0.0,personal auto,four-door car,336.0
9323,north west,m,college,70.19,26806.0,63.0,0.0,corporate auto,four-door car,302.4
9324,north west,m,high school or below,41.08,37823.32,114.0,0.0,personal auto,suv,820.8
9325,west region,f,high school or below,21.96,37823.32,63.0,0.0,corporate auto,two-door car,617.2
9327,east,f,high school or below,234.36,42862.0,65.0,0.0,personal auto,four-door car,254.22
9328,north west,m,high school or below,67.39,37823.32,96.0,0.0,personal auto,four-door car,1012.03
9329,west region,m,high school or below,235.54,31157.0,100.0,0.0,personal auto,suv,444.53
9330,west region,m,doctor,28.74,44084.0,72.0,0.0,personal auto,four-door car,243.6
9331,central,f,master,61.35,43579.0,77.0,0.0,personal auto,two-door car,452.1
9332,north west,f,high school or below,69.01,37823.32,92.0,0.0,personal auto,two-door car,428.06
9333,central,f,high school or below,45.25,37823.32,65.0,2.0,personal auto,four-door car,490.11
9334,east,f,doctor,25.6,88059.0,63.0,0.0,personal auto,four-door car,144.55
9335,east,m,bachelor,23.34,25772.0,64.0,0.0,personal auto,four-door car,307.2
9336,east,m,college,57.83,72354.0,73.0,0.0,personal auto,four-door car,13.95
9337,north west,f,high school or below,132.96,68009.0,110.0,0.0,personal auto,suv,528.0
9338,east,f,bachelor,37.0,12287.0,99.0,0.0,personal auto,four-door car,712.8
9339,central,f,bachelor,64.89,95025.0,81.0,0.0,personal auto,four-door car,271.97
9340,central,f,college,76.93,54665.0,97.0,1.0,personal auto,four-door car,99.81
9341,central,m,college,26.3,80129.0,66.0,0.0,personal auto,four-door car,165.24
9342,north west,f,bachelor,22.88,69024.0,61.0,5.0,personal auto,four-door car,238.53
9343,north west,f,bachelor,46.49,37823.32,121.0,0.0,personal auto,suv,1080.56
9344,central,f,high school or below,92.09,31365.0,115.0,0.0,special auto,suv,828.0
9345,north west,m,high school or below,92.7,27849.0,119.0,0.0,personal auto,sports car,571.2
9346,west region,f,high school or below,150.03,19245.0,84.0,1.0,personal auto,four-door car,604.8
9348,north west,m,college,30.12,77912.0,76.0,0.0,personal auto,two-door car,444.03
9349,east,m,bachelor,128.99,37449.0,111.0,1.0,personal auto,four-door car,170.56
9351,east,m,college,55.52,46043.0,70.0,0.0,personal auto,four-door car,336.0
9352,north west,f,high school or below,45.41,37823.32,65.0,2.0,special auto,four-door car,312.0
9353,north west,f,college,30.97,21604.0,79.0,0.0,corporate auto,four-door car,379.2
9355,west region,m,bachelor,24.68,65876.0,63.0,1.0,personal auto,two-door car,44.36
9356,north west,f,bachelor,256.4,24695.0,168.0,0.0,corporate auto,suv,806.4
9358,north west,m,bachelor,60.2,68658.0,77.0,0.0,personal auto,two-door car,296.26
9359,central,m,college,72.59,88082.0,61.0,1.0,personal auto,two-door car,218.78
9360,west region,f,bachelor,91.12,54751.0,114.0,0.0,personal auto,suv,721.24
9362,north west,m,college,44.26,63597.0,114.0,2.0,personal auto,suv,183.98
9363,west region,f,high school or below,49.5,27400.0,63.0,1.0,personal auto,four-door car,302.4
9364,west region,f,high school or below,48.38,37823.32,65.0,0.0,personal auto,four-door car,468.0
9365,central,m,college,38.92,31409.0,100.0,0.0,corporate auto,suv,116.16
9366,west region,m,master,48.72,37823.32,64.0,0.0,personal auto,four-door car,307.2
9367,central,f,high school or below,53.11,73102.0,66.0,0.0,corporate auto,four-door car,117.93
9368,west region,m,bachelor,87.04,38072.0,113.0,1.0,personal auto,suv,151.06
9369,central,m,high school or below,26.98,95399.0,68.0,1.0,personal auto,two-door car,78.0
9370,north west,m,high school or below,83.6,48521.0,105.0,0.0,personal auto,sports car,263.83
9371,north west,f,bachelor,53.17,45856.0,67.0,0.0,personal auto,two-door car,91.74
9372,central,f,college,37.33,21542.0,97.0,0.0,personal auto,four-door car,465.6
9373,east,f,bachelor,54.08,22555.0,70.0,0.0,personal auto,two-door car,336.0
9374,north west,f,bachelor,52.98,33832.0,67.0,1.0,corporate auto,four-door car,321.6
9375,west region,m,college,38.74,28142.0,105.0,0.0,personal auto,sports car,701.71
9376,west region,m,bachelor,65.09,60188.0,84.0,3.0,personal auto,four-door car,333.42
9377,central,m,bachelor,48.34,11698.0,65.0,0.0,personal auto,four-door car,468.0
9378,central,f,master,29.27,76850.0,72.0,0.0,personal auto,four-door car,345.6
9379,north west,m,high school or below,59.25,78387.0,74.0,0.0,corporate auto,four-door car,204.09
9380,west region,m,bachelor,152.63,80757.0,128.0,0.0,personal auto,suv,339.74
9381,north west,f,master,25.42,23692.0,65.0,2.0,personal auto,two-door car,312.0
9383,central,f,bachelor,24.34,23033.0,62.0,0.0,personal auto,two-door car,500.91
9384,north west,f,college,55.87,19280.0,72.0,0.0,personal auto,four-door car,345.6
9385,central,f,high school or below,261.97,18495.0,113.0,0.0,corporate auto,suv,542.4
9386,north west,m,high school or below,26.1,30825.0,68.0,0.0,personal auto,four-door car,326.4
9387,north west,f,bachelor,32.65,25820.0,82.0,0.0,personal auto,four-door car,393.6
9388,north west,f,bachelor,174.36,54105.0,73.0,2.0,personal auto,two-door car,350.4
9389,west region,m,high school or below,90.81,69853.0,114.0,2.0,personal auto,suv,244.28
9390,west region,m,bachelor,46.37,97017.0,115.0,1.0,personal auto,two-door car,534.08
9391,west region,f,bachelor,26.15,24914.0,66.0,0.0,personal auto,four-door car,138.73
9392,west region,m,college,70.19,26806.0,63.0,0.0,personal auto,four-door car,302.4
9393,north west,f,high school or below,120.53,25419.0,101.0,0.0,personal auto,four-door car,584.57
9394,north west,m,college,26.48,37876.0,69.0,0.0,personal auto,four-door car,300.06
9395,central,m,high school or below,159.56,36354.0,202.0,0.0,corporate auto,luxury suv,1454.4
9396,central,f,bachelor,50.39,37823.32,74.0,0.0,personal auto,four-door car,355.2
9397,west region,f,college,55.84,32403.0,71.0,0.0,corporate auto,four-door car,97.41
9398,west region,m,high school or below,50.75,51659.0,64.0,0.0,personal auto,four-door car,307.2
9399,west region,f,bachelor,120.46,55805.0,99.0,0.0,personal auto,four-door car,425.53
9400,central,f,bachelor,27.27,29286.0,69.0,1.0,personal auto,four-door car,496.8
9401,north west,f,high school or below,552.77,40740.0,198.0,0.0,personal auto,luxury suv,950.4
9402,west region,m,bachelor,50.8,70784.0,64.0,0.0,special auto,four-door car,107.93
9403,central,f,college,58.38,55419.0,72.0,0.0,personal auto,four-door car,171.17
9404,west region,f,high school or below,276.66,61886.0,87.0,0.0,personal auto,two-door car,417.6
9405,central,m,master,26.77,37823.32,71.0,0.0,corporate auto,four-door car,340.8
9406,north west,m,high school or below,53.31,84240.0,132.0,0.0,personal auto,suv,633.6
9407,west region,m,high school or below,63.06,37823.32,65.0,2.0,personal auto,two-door car,468.0
9408,north west,f,college,47.47,54050.0,119.0,0.0,personal auto,two-door car,571.2
9409,east,f,college,34.24,29958.0,90.0,0.0,personal auto,four-door car,432.0
9410,west region,f,master,66.1,23616.0,83.0,0.0,special auto,two-door car,229.62
9411,north west,m,bachelor,80.45,71391.0,67.0,0.0,personal auto,four-door car,284.0
9412,east,m,high school or below,43.14,33488.0,110.0,0.0,personal auto,suv,316.88
9413,central,m,high school or below,67.15,37823.32,92.0,0.0,personal auto,two-door car,441.6
9414,central,f,college,176.47,36900.0,61.0,3.0,corporate auto,two-door car,109.29
9415,central,m,high school or below,418.55,28311.0,134.0,0.0,personal auto,suv,643.2
9416,north west,m,high school or below,66.2,25075.0,86.0,0.0,personal auto,four-door car,412.8
9417,central,m,bachelor,40.78,57031.0,104.0,1.0,personal auto,four-door car,13.81
9418,north west,m,bachelor,83.82,25998.0,71.0,0.0,personal auto,four-door car,791.88
9419,north west,f,college,48.07,37823.32,69.0,0.0,personal auto,four-door car,496.8
9420,north west,f,college,48.58,21685.0,127.0,0.0,corporate auto,sports car,609.6
9421,west region,m,bachelor,72.41,32818.0,93.0,0.0,personal auto,four-door car,446.4
9422,north west,m,bachelor,27.37,39492.0,68.0,0.0,corporate auto,four-door car,326.4
9423,west region,f,high school or below,261.97,18495.0,113.0,0.0,personal auto,suv,542.4
9424,west region,f,college,23.36,21564.0,61.0,0.0,corporate auto,two-door car,49.01
9425,central,f,bachelor,22.55,37823.32,65.0,0.0,corporate auto,four-door car,312.0
9426,west region,m,bachelor,63.77,27835.0,81.0,0.0,personal auto,two-door car,529.46
9427,central,f,bachelor,29.42,64431.0,74.0,0.0,personal auto,four-door car,48.18
9428,central,f,college,62.0,37823.32,84.0,0.0,personal auto,two-door car,604.8
9429,east,f,bachelor,68.46,37823.32,95.0,0.0,personal auto,two-door car,456.0
9430,central,m,master,140.33,37823.32,191.0,1.0,corporate auto,luxury car,916.8
9431,north west,m,college,175.69,41463.0,74.0,0.0,special auto,four-door car,355.2
9432,north west,m,high school or below,24.49,37823.32,68.0,0.0,personal auto,four-door car,489.6
9433,central,m,high school or below,38.58,37823.32,110.0,0.0,corporate auto,sports car,792.0
9434,central,m,college,45.59,37709.0,116.0,0.0,corporate auto,suv,556.8
9435,east,f,doctor,167.11,73049.0,139.0,0.0,personal auto,suv,284.44
9436,central,f,master,35.55,58557.0,88.0,0.0,personal auto,four-door car,55.51
9437,central,f,high school or below,46.71,37823.32,66.0,0.0,personal auto,four-door car,475.2
9438,central,f,high school or below,29.1,88944.0,72.0,0.0,personal auto,four-door car,113.81
9439,east,f,master,134.11,26140.0,112.0,0.0,personal auto,suv,229.71
9440,central,m,master,45.75,32906.0,115.0,0.0,personal auto,suv,552.0
9442,north west,m,college,80.39,71982.0,103.0,0.0,corporate auto,four-door car,494.4
9443,north west,m,college,51.44,58443.0,65.0,0.0,personal auto,four-door car,312.0
9444,north west,m,bachelor,50.32,30735.0,63.0,0.0,personal auto,two-door car,307.08
9445,central,f,high school or below,261.97,18495.0,113.0,0.0,personal auto,suv,542.4
9446,east,f,high school or below,48.95,67436.0,61.0,0.0,personal auto,four-door car,292.8
9447,central,m,master,31.93,52653.0,81.0,0.0,personal auto,two-door car,230.3
9448,west region,f,master,50.97,22886.0,65.0,0.0,personal auto,four-door car,312.0
9449,central,f,college,77.07,37823.32,73.0,0.0,personal auto,four-door car,350.4
9450,north west,f,bachelor,33.39,38821.0,87.0,0.0,personal auto,two-door car,488.84
9451,east,m,college,95.75,37823.32,134.0,0.0,personal auto,suv,643.2
9452,north west,f,college,35.57,39075.0,89.0,0.0,personal auto,two-door car,142.42
9453,central,m,high school or below,35.87,16049.0,93.0,0.0,personal auto,four-door car,446.4
9454,north west,f,high school or below,23.61,37823.32,65.0,0.0,corporate auto,four-door car,468.0
9455,east,m,doctor,30.24,28383.0,81.0,0.0,personal auto,four-door car,258.11
9456,north west,m,high school or below,109.27,29418.0,274.0,0.0,personal auto,luxury suv,1972.8
9457,west region,m,high school or below,53.26,37823.32,73.0,0.0,personal auto,two-door car,496.47
9458,central,m,bachelor,99.16,30604.0,131.0,2.0,corporate auto,suv,984.17
9459,central,f,college,50.18,91804.0,62.0,0.0,special auto,four-door car,388.8
9460,north west,f,high school or below,86.26,50446.0,74.0,4.0,personal auto,four-door car,355.2
9461,west region,m,college,84.33,87728.0,70.0,0.0,personal auto,four-door car,201.59
9462,west region,m,college,26.43,58729.0,68.0,2.0,corporate auto,four-door car,94.85
9463,central,f,bachelor,30.98,37823.32,89.0,0.0,personal auto,four-door car,427.2
9464,north west,f,master,198.37,37823.32,67.0,1.0,personal auto,four-door car,321.6
9465,central,m,bachelor,28.7,21234.0,73.0,0.0,personal auto,four-door car,378.33
9466,north west,m,bachelor,49.27,37823.32,73.0,0.0,personal auto,four-door car,751.93
9467,west region,m,college,42.86,47823.0,108.0,0.0,personal auto,sports car,518.4
9468,central,f,high school or below,88.75,84731.0,110.0,1.0,personal auto,suv,226.74
9469,west region,f,high school or below,25.79,59974.0,65.0,0.0,corporate auto,four-door car,127.23
9470,central,m,doctor,69.21,67534.0,87.0,2.0,personal auto,four-door car,104.91
9471,north west,m,bachelor,23.5,37823.32,70.0,0.0,special auto,four-door car,716.67
9472,north west,m,high school or below,40.28,27782.0,103.0,0.0,personal auto,suv,517.1
9473,central,m,high school or below,84.81,67197.0,74.0,3.0,personal auto,two-door car,275.61
9474,north west,m,high school or below,51.91,86451.0,65.0,0.0,personal auto,two-door car,7.79
9475,central,m,bachelor,35.72,56768.0,92.0,0.0,personal auto,two-door car,441.6
9476,east,f,high school or below,48.69,55593.0,61.0,0.0,personal auto,four-door car,9.05
9477,central,f,bachelor,103.96,37823.32,95.0,0.0,personal auto,four-door car,337.8
9478,north west,f,bachelor,52.98,66203.0,66.0,0.0,personal auto,four-door car,130.7
9479,east,f,high school or below,87.51,25806.0,110.0,0.0,personal auto,four-door car,528.0
9480,west region,f,bachelor,149.42,22978.0,190.0,0.0,personal auto,luxury car,912.0
9481,north west,f,high school or below,65.03,22081.0,84.0,0.0,special auto,two-door car,451.67
9482,central,f,college,101.11,96506.0,124.0,0.0,corporate auto,suv,504.51
9483,north west,m,high school or below,64.6,23235.0,82.0,0.0,personal auto,four-door car,483.48
9484,central,m,bachelor,27.69,40506.0,70.0,0.0,personal auto,four-door car,113.72
9485,west region,m,high school or below,67.79,37823.32,96.0,0.0,personal auto,four-door car,460.8
9486,north west,m,bachelor,44.93,37823.32,65.0,0.0,personal auto,two-door car,312.0
9487,west region,f,high school or below,57.33,79955.0,71.0,0.0,personal auto,four-door car,142.93
9488,central,m,college,32.31,62873.0,81.0,0.0,corporate auto,four-door car,207.75
9489,west region,f,master,63.14,66947.0,78.0,0.0,personal auto,four-door car,374.4
9490,east,m,college,60.14,25646.0,83.0,1.0,personal auto,four-door car,377.92
9491,central,f,college,21.8,37823.32,64.0,0.0,personal auto,four-door car,460.8
9493,north west,m,high school or below,55.69,37823.32,79.0,1.0,personal auto,two-door car,407.44
9494,central,f,college,514.26,84650.0,185.0,3.0,personal auto,luxury car,660.47
9495,central,f,high school or below,80.8,13050.0,102.0,0.0,personal auto,suv,734.4
9496,central,m,college,26.75,56342.0,69.0,0.0,personal auto,four-door car,331.2
9497,north west,m,bachelor,124.22,58781.0,106.0,0.0,personal auto,suv,502.46
9498,west region,m,high school or below,23.11,37823.32,68.0,0.0,personal auto,four-door car,489.6
9499,central,m,bachelor,102.56,37823.32,102.0,0.0,personal auto,sports car,734.4
9501,east,f,college,29.63,71809.0,74.0,0.0,corporate auto,four-door car,78.25
9502,central,m,bachelor,57.65,40238.0,73.0,1.0,personal auto,four-door car,350.4
9503,west region,m,bachelor,47.0,37823.32,70.0,0.0,personal auto,four-door car,504.0
9505,central,f,college,53.84,30514.0,72.0,2.0,personal auto,four-door car,154.05
9506,west region,f,bachelor,75.06,44485.0,62.0,0.0,special auto,four-door car,79.89
9507,central,m,high school or below,105.51,50941.0,69.0,0.0,personal auto,four-door car,331.2
9508,central,m,college,259.0,53105.0,110.0,0.0,corporate auto,suv,365.36
9509,west region,f,master,510.16,25167.0,140.0,0.0,personal auto,suv,422.49
9510,east,m,college,35.75,30244.0,92.0,0.0,personal auto,four-door car,383.11
9511,west region,f,college,116.39,25370.0,102.0,0.0,corporate auto,sports car,489.6
9512,north west,m,master,140.5,37823.32,73.0,1.0,corporate auto,four-door car,350.4
9513,central,m,high school or below,23.8,69202.0,61.0,0.0,personal auto,two-door car,292.8
9514,north west,f,master,54.6,31530.0,69.0,1.0,personal auto,two-door car,331.2
9515,west region,f,college,62.7,61040.0,78.0,0.0,personal auto,two-door car,391.94
9516,central,f,bachelor,87.1,85185.0,107.0,0.0,corporate auto,suv,166.5
9517,central,f,master,50.25,78772.0,62.0,0.0,personal auto,four-door car,86.27
9518,west region,m,college,125.15,37823.32,63.0,0.0,special auto,two-door car,577.58
9519,north west,m,master,223.26,99241.0,70.0,0.0,corporate auto,four-door car,48.3
9520,central,f,bachelor,30.59,37823.32,83.0,0.0,personal auto,two-door car,197.5
9521,central,f,college,66.99,21114.0,180.0,0.0,personal auto,luxury car,864.0
9522,central,m,master,54.8,56005.0,68.0,1.0,corporate auto,four-door car,326.4
9524,central,m,high school or below,582.07,29295.0,219.0,0.0,personal auto,luxury suv,1328.84
9525,central,m,high school or below,34.3,54339.0,86.0,0.0,personal auto,four-door car,10.48
9526,west region,f,bachelor,23.96,37823.32,66.0,2.0,corporate auto,four-door car,433.16
9527,central,f,college,59.64,98078.0,73.0,0.0,personal auto,four-door car,418.69
9528,central,m,college,26.06,20592.0,71.0,1.0,personal auto,two-door car,195.15
9529,north west,m,high school or below,47.58,72805.0,62.0,4.0,corporate auto,four-door car,365.47
9530,east,f,high school or below,51.54,55645.0,129.0,0.0,personal auto,suv,619.2
9531,west region,m,high school or below,28.05,98859.0,70.0,0.0,personal auto,four-door car,504.0
9532,north west,f,high school or below,42.5,37823.32,61.0,1.0,corporate auto,four-door car,292.8
9533,north west,m,college,72.48,23541.0,62.0,0.0,personal auto,two-door car,98.92
9534,west region,m,bachelor,50.09,37823.32,73.0,0.0,corporate auto,two-door car,350.4
9535,central,f,bachelor,58.22,60087.0,74.0,0.0,special auto,four-door car,355.2
9536,central,m,college,188.98,37823.32,132.0,0.0,personal auto,suv,1405.29
9537,central,f,college,47.57,48938.0,121.0,0.0,personal auto,suv,580.8
9538,west region,f,bachelor,80.84,31506.0,102.0,0.0,personal auto,four-door car,601.07
9539,west region,m,bachelor,74.17,67454.0,185.0,0.0,personal auto,luxury car,1332.0
9540,central,m,bachelor,25.39,18608.0,71.0,0.0,personal auto,four-door car,340.8
9541,east,f,doctor,24.33,28519.0,61.0,0.0,personal auto,four-door car,111.87
9542,central,f,master,41.71,29462.0,107.0,1.0,personal auto,suv,513.6
9543,north west,m,high school or below,24.9,37823.32,74.0,0.0,corporate auto,four-door car,532.8
9544,central,f,bachelor,37.59,58300.0,94.0,0.0,personal auto,four-door car,24.05
9545,north west,m,college,423.89,82554.0,132.0,0.0,personal auto,sports car,154.75
9546,west region,f,high school or below,298.3,37823.32,102.0,0.0,personal auto,sports car,489.6
9547,west region,m,college,261.35,37823.32,111.0,0.0,personal auto,sports car,673.26
9548,central,m,bachelor,24.54,29735.0,69.0,0.0,personal auto,four-door car,331.2
9549,central,f,bachelor,28.56,50738.0,71.0,0.0,personal auto,four-door car,344.47
9550,north west,f,high school or below,57.72,65709.0,72.0,0.0,corporate auto,four-door car,12.95
9551,west region,m,college,80.99,37823.32,123.0,0.0,personal auto,suv,885.6
9552,central,m,high school or below,34.33,37823.32,95.0,0.0,personal auto,four-door car,456.0
9553,central,f,bachelor,94.08,37823.32,85.0,0.0,corporate auto,four-door car,408.0
9554,west region,f,bachelor,55.96,19651.0,72.0,0.0,personal auto,two-door car,345.6
9555,east,m,high school or below,72.61,37823.32,72.0,0.0,personal auto,four-door car,744.03
9556,central,f,college,134.38,69693.0,112.0,1.0,special auto,sports car,537.6
9557,central,f,high school or below,73.24,37823.32,104.0,0.0,special auto,suv,1114.09
9558,west region,f,college,23.58,37823.32,65.0,1.0,personal auto,four-door car,294.5
9559,central,f,college,26.71,45525.0,66.0,0.0,personal auto,two-door car,316.8
9560,north west,f,bachelor,29.39,96765.0,72.0,0.0,personal auto,two-door car,216.01
9561,north west,m,college,49.11,32903.0,64.0,3.0,personal auto,four-door car,98.33
9562,west region,m,college,54.99,22520.0,73.0,0.0,corporate auto,four-door car,350.4
9563,west region,f,high school or below,47.57,67486.0,118.0,0.0,personal auto,two-door car,529.49
9564,central,f,college,29.27,92381.0,72.0,0.0,special auto,four-door car,234.77
9565,west region,m,master,85.1,26057.0,74.0,0.0,personal auto,four-door car,523.89
9566,north west,f,doctor,99.29,75716.0,247.0,0.0,personal auto,luxury car,562.09
9567,west region,f,high school or below,100.9,63657.0,128.0,0.0,corporate auto,sports car,614.4
9568,central,m,doctor,50.73,57709.0,125.0,0.0,personal auto,suv,600.0
9569,north west,f,master,163.02,19614.0,85.0,0.0,personal auto,two-door car,574.02
9570,west region,m,high school or below,33.6,75216.0,84.0,1.0,corporate auto,four-door car,65.8
9571,central,m,college,79.07,24666.0,101.0,0.0,personal auto,sports car,151.84
9572,central,f,high school or below,283.28,20799.0,111.0,0.0,personal auto,sports car,389.0
9573,west region,m,college,44.68,37823.32,64.0,0.0,corporate auto,four-door car,307.2
9575,north west,m,bachelor,53.64,53562.0,135.0,0.0,personal auto,suv,589.63
9576,central,f,college,27.07,22664.0,73.0,0.0,personal auto,two-door car,350.4
9577,central,m,high school or below,61.68,27289.0,158.0,2.0,personal auto,sports car,758.4
9578,central,f,master,24.76,54831.0,61.0,0.0,personal auto,four-door car,136.22
9579,west region,f,high school or below,30.57,78310.0,76.0,0.0,personal auto,four-door car,364.8
9580,west region,f,bachelor,52.18,39854.0,66.0,0.0,corporate auto,two-door car,261.93
9581,north west,m,high school or below,67.44,37823.32,90.0,0.0,personal auto,four-door car,547.91
9582,central,f,master,157.4,48096.0,131.0,0.0,personal auto,sports car,450.09
9583,central,f,high school or below,71.54,59522.0,89.0,0.0,corporate auto,four-door car,427.2
9584,east,m,high school or below,82.63,37823.32,79.0,1.0,corporate auto,two-door car,46.46
9585,west region,m,bachelor,31.43,43285.0,83.0,0.0,corporate auto,two-door car,265.74
9586,west region,m,college,26.92,33104.0,70.0,1.0,personal auto,two-door car,336.0
9587,central,m,college,25.01,56172.0,64.0,0.0,personal auto,four-door car,307.2
9588,north west,m,master,37.29,83632.0,94.0,4.0,personal auto,four-door car,216.84
9589,central,f,bachelor,29.37,37823.32,81.0,0.0,personal auto,two-door car,388.8
9590,west region,m,bachelor,103.92,81439.0,90.0,1.0,personal auto,two-door car,108.12
9591,west region,f,college,29.94,55911.0,74.0,0.0,personal auto,four-door car,187.93
9592,north west,m,bachelor,142.04,90456.0,71.0,0.0,personal auto,four-door car,165.06
9593,central,f,bachelor,44.91,37823.32,64.0,0.0,personal auto,two-door car,254.4
9594,east,m,high school or below,109.64,55687.0,276.0,0.0,personal auto,luxury suv,1324.8
9596,north west,m,high school or below,49.43,82093.0,62.0,0.0,personal auto,four-door car,266.93
9597,central,m,high school or below,62.19,51944.0,156.0,0.0,corporate auto,sports car,748.8
9598,central,m,college,61.56,78824.0,77.0,0.0,personal auto,four-door car,267.7
9599,west region,m,bachelor,214.24,37823.32,65.0,0.0,special auto,two-door car,312.0
9600,west region,m,college,59.27,23091.0,96.0,5.0,personal auto,four-door car,460.8
9601,north west,f,college,102.95,24723.0,129.0,0.0,corporate auto,sports car,619.2
9602,central,m,bachelor,27.11,31998.0,69.0,0.0,corporate auto,four-door car,331.2
9603,west region,f,college,33.63,80138.0,83.0,0.0,personal auto,four-door car,209.43
9604,west region,m,college,31.23,72916.0,80.0,0.0,personal auto,two-door car,384.0
9605,east,f,high school or below,62.21,37823.32,65.0,2.0,corporate auto,four-door car,468.0
9606,west region,f,high school or below,34.55,37823.32,91.0,0.0,personal auto,four-door car,681.04
9607,west region,f,bachelor,118.55,37823.32,170.0,0.0,corporate auto,suv,1227.49
